C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_42_859.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_42_859.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_42_859.jpg, 0, 0, 0, 4.172172E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_42_990.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_42_990.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_42_990.jpg, 0, 0, 0, 4.024444E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_43_120.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_43_120.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_43_120.jpg, 0, 0, 0, 7.528044E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_43_274.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_43_274.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_43_274.jpg, 0, 0, 0, 7.956386E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_43_403.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_43_403.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_43_403.jpg, 0, 0, 0, 3.713932E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_43_524.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_43_524.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_43_524.jpg, 0, 0, 0, 8.055962E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_43_653.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_43_653.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_43_653.jpg, 0, 0, 0, 4.500333E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_43_774.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_43_774.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_43_774.jpg, 0, 0, 0, 5.139767E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_43_905.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_43_905.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_43_905.jpg, 0, 0, 0, 5.098756E-05
C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\center_2024_05_23_17_35_44_049.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\left_2024_05_23_17_35_44_049.jpg, C:\Users\ADE-AQIE\Desktop\simulator-windows-64\Training\IMG\right_2024_05_23_17_35_44_049.jpg, 0, 0, 0, 5.787564E-05
